lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,is_family,has_agent,has_company,adr_per_guest,prev_cancel_ratio,hotel,arrival_date_month,arrival_weekday,meal,country,market_segment,distribution_channel,reserved_room_type,deposit_type,customer_type,agent,company,is_canceled
84,2015,32,8,2,5,2,0,0,0,0,0,0,0,134.0,0,2,7,2,0,1,0,67.0,0.0,Resort Hotel,August,Saturday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
0,2017,1,4,0,1,2,0,0,0,0,0,0,0,44.0,0,0,1,2,0,0,0,22.0,0.0,Resort Hotel,January,Wednesday,BB,ESP,Direct,Direct,A,No Deposit,Transient,,,0
47,2016,43,18,0,1,1,0,0,0,0,0,0,0,52.0,0,0,1,1,0,1,0,52.0,0.0,Resort Hotel,October,Tuesday,HB,PRT,Groups,TA/TO,A,No Deposit,Transient-Party,368.0,,1
223,2016,22,24,2,6,2,0,0,0,0,0,1,0,66.0,0,0,8,2,0,0,1,33.0,0.0,Resort Hotel,May,Tuesday,BB,GBR,Groups,Direct,A,No Deposit,Transient-Party,,223.0,0
19,2016,38,12,1,0,1,0,0,0,0,0,0,0,68.5,0,0,1,1,0,0,1,68.5,0.0,City Hotel,September,Monday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,51.0,0
28,2015,45,7,2,6,1,0,0,0,0,0,0,0,40.0,0,0,8,1,0,1,1,40.0,0.0,Resort Hotel,November,Saturday,BB,ITA,Corporate,Corporate,A,No Deposit,Transient-Party,328.0,281.0,0
1,2016,7,7,2,1,2,0,0,0,0,0,1,0,51.5,0,0,3,2,0,1,0,25.75,0.0,City Hotel,February,Sunday,BB,FRA,Offline TA/TO,TA/TO,D,No Deposit,Group,28.0,,0
85,2017,18,5,1,2,2,0,0,0,0,0,0,0,162.0,0,0,3,2,0,1,0,81.0,0.0,City Hotel,May,Friday,BB,GBR,Online TA,TA/TO,E,No Deposit,Transient,9.0,,1
30,2016,39,18,2,0,2,0,0,0,0,0,0,0,134.1,0,1,2,2,0,1,0,67.05,0.0,City Hotel,September,Sunday,SC,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
18,2017,27,4,0,2,3,1,0,0,0,0,0,0,244.0,0,0,2,4,1,1,0,61.0,0.0,City Hotel,July,Tuesday,BB,BRA,Direct,Direct,E,No Deposit,Transient,14.0,,0
49,2016,12,17,2,3,2,0,0,0,0,0,0,0,97.92,0,0,5,2,0,1,0,48.96,0.0,City Hotel,March,Thursday,BB,NOR,Direct,Direct,D,No Deposit,Transient,14.0,,0
4,2017,25,19,1,4,2,0,0,0,0,0,0,0,135.0,0,1,5,2,0,1,0,67.5,0.0,Resort Hotel,June,Monday,BB,IRL,Direct,Direct,A,No Deposit,Transient,250.0,,0
84,2016,35,22,1,1,2,0,0,0,0,0,0,0,150.3,0,0,2,2,0,1,0,75.15,0.0,City Hotel,August,Monday,BB,CN,Direct,Direct,E,No Deposit,Transient,14.0,,0
3,2017,19,11,0,3,2,0,0,0,0,0,0,0,141.0,0,0,3,2,0,1,0,70.5,0.0,City Hotel,May,Thursday,BB,DEU,Offline TA/TO,TA/TO,D,No Deposit,Transient-Party,27.0,,0
306,2017,13,27,1,3,2,0,0,0,0,0,0,0,86.35,1,2,4,2,0,1,0,43.175,0.0,City Hotel,March,Monday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
0,2016,12,15,0,1,1,0,0,0,0,0,0,0,40.0,0,0,1,1,0,0,0,40.0,0.0,Resort Hotel,March,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,,0
17,2015,53,28,1,0,2,0,0,0,0,0,0,0,97.0,0,2,1,2,0,1,0,48.5,0.0,City Hotel,December,Monday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
16,2015,39,25,1,2,1,0,0,0,0,0,1,0,170.0,0,0,3,1,0,1,0,170.0,0.0,City Hotel,September,Friday,BB,GBR,Groups,TA/TO,A,No Deposit,Transient-Party,1.0,,0
2,2016,34,17,0,1,2,0,0,0,0,0,0,0,130.0,0,2,1,2,0,1,0,65.0,0.0,City Hotel,August,Wednesday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
22,2016,38,15,0,2,1,0,0,0,0,0,0,0,139.0,0,2,2,1,0,1,0,139.0,0.0,City Hotel,September,Thursday,SC,ESP,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
89,2016,52,22,2,3,2,2,0,0,0,0,0,0,94.72,0,0,5,4,1,1,0,23.68,0.0,City Hotel,December,Thursday,BB,USA,Online TA,TA/TO,E,No Deposit,Transient,11.0,,0
220,2016,41,3,1,2,1,0,0,0,0,0,0,0,106.0,0,0,3,1,0,0,1,106.0,0.0,City Hotel,October,Monday,BB,PRT,Corporate,Corporate,E,Non Refund,Transient-Party,,51.0,1
5,2016,8,14,2,0,2,0,0,0,0,0,0,0,65.0,0,1,2,2,0,1,0,32.5,0.0,Resort Hotel,February,Sunday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
70,2015,51,14,1,2,1,0,0,0,0,0,0,0,21.37,0,0,3,1,0,1,0,21.37,0.0,Resort Hotel,December,Monday,BB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Transient,156.0,,0
125,2017,32,10,0,3,2,1,0,0,0,0,0,0,114.39,0,0,3,3,1,1,0,38.13,0.0,City Hotel,August,Thursday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,83.0,,1
32,2015,43,19,1,3,2,0,0,0,1,0,0,0,96.3,0,0,4,2,0,1,0,48.15,1.0,City Hotel,October,Monday,BB,PRT,Online TA,TA/TO,A,No Deposit,Contract,9.0,,1
167,2017,29,20,1,3,2,0,0,0,0,0,0,0,100.8,0,4,4,2,0,1,0,50.4,0.0,City Hotel,July,Thursday,SC,POL,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
34,2017,7,17,2,2,2,0,0,0,0,0,1,0,35.11,0,1,4,2,0,1,0,17.555,0.0,Resort Hotel,February,Friday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
63,2016,47,18,0,1,2,0,0,0,0,0,0,0,102.6,0,0,1,2,0,1,0,51.3,0.0,City Hotel,November,Friday,BB,ITA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
0,2016,52,19,1,0,2,0,0,0,0,0,0,0,48.0,0,1,1,2,0,1,0,24.0,0.0,Resort Hotel,December,Monday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
0,2016,28,5,0,1,1,0,0,0,0,0,0,0,135.0,0,1,1,1,0,1,0,135.0,0.0,City Hotel,July,Tuesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
1,2016,11,11,0,1,1,0,0,0,0,0,0,0,90.0,0,0,1,1,0,0,1,90.0,0.0,City Hotel,March,Friday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient-Party,,174.0,0
226,2016,39,21,2,5,2,0,0,0,0,0,0,0,119.85,0,1,7,2,0,1,0,59.925,0.0,City Hotel,September,Wednesday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
15,2017,4,26,0,3,2,0,0,1,0,1,0,0,88.0,0,2,3,2,0,1,0,44.0,0.0,Resort Hotel,January,Thursday,HB,PRT,Online TA,TA/TO,D,No Deposit,Transient-Party,240.0,,0
3,2017,4,23,1,0,1,0,0,1,0,2,1,0,38.5,1,0,1,1,0,0,1,38.5,0.0,Resort Hotel,January,Monday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,112.0,0
291,2016,34,19,0,2,2,0,0,0,0,0,0,0,115.0,0,0,2,2,0,1,0,57.5,0.0,City Hotel,August,Friday,HB,PRT,Offline TA/TO,TA/TO,A,Non Refund,Transient,39.0,,1
69,2016,43,16,2,3,2,1,0,0,0,0,0,0,153.05,0,1,5,3,1,1,0,51.01666666666667,0.0,City Hotel,October,Sunday,BB,DEU,Online TA,TA/TO,F,No Deposit,Transient,7.0,,0
76,2017,17,29,1,1,2,0,0,0,0,0,0,0,82.0,0,1,2,2,0,1,0,41.0,0.0,Resort Hotel,April,Saturday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient-Party,240.0,,0
4,2016,26,20,1,3,2,0,0,0,0,0,0,0,107.0,0,0,4,2,0,1,0,53.5,0.0,City Hotel,June,Monday,BB,CHE,Offline TA/TO,TA/TO,D,No Deposit,Transient,85.0,,0
286,2017,9,4,2,1,2,0,0,0,0,0,0,0,63.06,0,1,3,2,0,1,0,31.53,0.0,City Hotel,March,Saturday,BB,USA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
6,2016,36,2,0,2,1,1,0,0,0,0,0,0,156.85,0,2,2,2,1,1,0,78.425,0.0,Resort Hotel,September,Friday,HB,PRT,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
65,2015,34,21,2,5,2,0,0,0,0,0,1,0,188.71,0,0,7,2,0,1,0,94.355,0.0,Resort Hotel,August,Friday,HB,IRL,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
141,2017,6,10,2,2,2,0,0,0,0,0,0,0,75.0,0,1,4,2,0,1,0,37.5,0.0,City Hotel,February,Friday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,28.0,,1
95,2016,23,29,2,0,1,0,0,0,0,0,1,0,0.0,0,0,2,1,0,1,0,0.0,0.0,City Hotel,May,Sunday,BB,ISR,Groups,TA/TO,A,No Deposit,Transient-Party,1.0,,0
50,2017,34,22,2,8,2,0,0,0,0,0,0,0,241.75,1,1,10,2,0,1,0,120.875,0.0,Resort Hotel,August,Tuesday,BB,CHE,Direct,Direct,D,No Deposit,Transient,250.0,,0
119,2016,22,23,1,2,1,0,0,0,0,0,0,0,90.0,0,1,3,1,0,1,0,90.0,0.0,City Hotel,May,Monday,BB,PRT,Groups,TA/TO,A,No Deposit,Transient-Party,37.0,,0
207,2017,32,8,0,4,2,0,0,0,0,0,0,0,250.0,0,2,4,2,0,1,0,125.0,0.0,Resort Hotel,August,Tuesday,HB,ESP,Online TA,TA/TO,E,No Deposit,Transient,240.0,,0
109,2017,24,16,4,7,3,0,0,1,0,2,0,0,318.82,1,2,11,3,0,0,0,106.27333333333333,0.0,Resort Hotel,June,Friday,FB,PRT,Direct,Direct,F,No Deposit,Transient,,,0
105,2017,20,20,2,1,2,0,0,0,0,0,0,0,126.0,0,1,3,2,0,1,0,63.0,0.0,City Hotel,May,Saturday,BB,GBR,Direct,Direct,A,No Deposit,Transient,14.0,,0
108,2017,18,5,2,2,2,2,0,0,0,0,0,0,190.58,0,1,4,4,1,1,0,47.645,0.0,City Hotel,May,Friday,BB,FRA,Online TA,TA/TO,F,No Deposit,Transient,7.0,,0
0,2015,43,19,1,1,1,0,0,0,0,0,1,0,89.0,0,1,2,1,0,1,0,89.0,0.0,City Hotel,October,Monday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient-Party,7.0,,0
118,2016,16,13,0,4,2,0,0,0,0,0,0,0,90.95,0,1,4,2,0,1,0,45.475,0.0,City Hotel,April,Wednesday,BB,BEL,Online TA,TA/TO,A,No Deposit,Transient,8.0,,0
115,2017,18,6,2,4,2,0,0,0,0,0,0,0,89.1,0,0,6,2,0,1,0,44.55,0.0,City Hotel,May,Saturday,BB,DEU,Offline TA/TO,TA/TO,A,No Deposit,Transient,27.0,,0
91,2017,25,18,2,1,3,0,0,0,0,0,0,0,216.0,0,0,3,3,0,1,0,72.0,0.0,City Hotel,June,Sunday,BB,FRA,Online TA,TA/TO,E,No Deposit,Transient,9.0,,1
58,2017,2,11,4,10,2,0,0,0,0,0,0,0,42.0,0,0,14,2,0,1,0,21.0,0.0,Resort Hotel,January,Wednesday,BB,CN,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
63,2017,13,30,1,3,2,0,0,0,0,0,0,0,86.9,0,0,4,2,0,1,0,43.45,0.0,City Hotel,March,Thursday,SC,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
125,2017,15,13,2,3,2,1,0,0,0,0,0,0,123.12,0,0,5,3,1,1,0,41.04,0.0,City Hotel,April,Thursday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,86.0,,1
118,2017,22,31,0,4,2,0,0,0,0,0,0,0,85.59,0,0,4,2,0,1,0,42.795,0.0,City Hotel,May,Wednesday,SC,FRA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
11,2017,20,17,0,4,2,0,0,0,0,0,0,0,170.0,0,1,4,2,0,1,0,85.0,0.0,City Hotel,May,Wednesday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
11,2016,8,14,2,5,1,0,0,0,0,0,0,0,79.0,0,0,7,1,0,1,0,79.0,0.0,City Hotel,February,Sunday,BB,AGO,Direct,Direct,A,No Deposit,Transient,14.0,,0
2,2016,20,8,2,0,2,0,0,0,0,0,0,0,118.0,0,1,2,2,0,1,0,59.0,0.0,City Hotel,May,Sunday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
4,2016,50,6,0,0,1,0,0,1,0,4,0,0,0.0,0,0,0,1,0,0,1,0.0,0.0,Resort Hotel,December,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,154.0,0
0,2016,40,27,0,1,1,0,0,1,1,4,0,0,65.0,0,0,1,1,0,0,1,65.0,0.2,Resort Hotel,September,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,113.0,0
237,2017,18,1,1,2,2,0,0,0,0,0,0,0,54.0,0,0,3,2,0,1,0,27.0,0.0,Resort Hotel,May,Monday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
158,2016,22,25,0,4,1,0,0,0,0,0,6,0,114.75,0,1,4,1,0,1,0,114.75,0.0,City Hotel,May,Wednesday,BB,AUT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
264,2017,26,30,2,3,2,0,0,0,0,0,0,0,118.62,0,0,5,2,0,1,0,59.31,0.0,Resort Hotel,June,Friday,BB,GBR,Online TA,TA/TO,E,No Deposit,Transient,240.0,,1
138,2016,27,2,4,6,2,0,0,0,0,0,0,0,146.0,0,0,10,2,0,1,0,73.0,0.0,Resort Hotel,July,Saturday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,240.0,,1
280,2016,38,15,2,4,2,0,0,0,0,0,0,0,125.83,0,0,6,2,0,1,0,62.915,0.0,Resort Hotel,September,Thursday,HB,AUT,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
489,2016,46,10,0,1,1,0,0,0,0,0,0,0,51.4,0,0,1,1,0,1,0,51.4,0.0,City Hotel,November,Thursday,BB,PRT,Groups,TA/TO,A,Non Refund,Transient,1.0,,1
99,2017,17,23,2,2,2,0,0,0,0,0,0,0,108.0,0,0,4,2,0,1,0,54.0,0.0,City Hotel,April,Sunday,SC,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
49,2017,1,2,1,0,2,0,0,0,0,0,0,0,79.2,0,1,1,2,0,1,0,39.6,0.0,City Hotel,January,Monday,SC,IRL,Online TA,TA/TO,A,No Deposit,Transient,8.0,,0
22,2016,13,26,2,1,2,0,0,0,0,0,1,0,126.0,1,0,3,2,0,0,0,63.0,0.0,Resort Hotel,March,Saturday,HB,PRT,Direct,Direct,E,No Deposit,Transient,,,0
131,2016,47,13,2,4,2,0,0,0,0,0,0,0,85.27,0,1,6,2,0,1,0,42.635,0.0,City Hotel,November,Sunday,SC,USA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
54,2017,5,4,2,5,2,0,0,0,0,0,0,0,68.0,0,1,7,2,0,1,0,34.0,0.0,Resort Hotel,February,Saturday,BB,GBR,Online TA,TA/TO,E,No Deposit,Transient,240.0,,1
221,2016,24,10,1,2,2,0,0,0,1,0,0,15,80.0,0,0,3,2,0,1,0,40.0,1.0,City Hotel,June,Friday,BB,PRT,Offline TA/TO,TA/TO,A,Non Refund,Transient,3.0,,1
18,2017,25,21,0,3,2,0,0,0,0,0,0,0,160.0,0,1,3,2,0,1,0,80.0,0.0,City Hotel,June,Wednesday,SC,CN,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
3,2017,9,27,1,1,1,0,0,0,0,0,0,0,88.0,0,2,2,1,0,1,0,88.0,0.0,City Hotel,February,Monday,SC,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
14,2017,26,30,0,1,2,0,0,0,0,0,0,0,140.0,0,0,1,2,0,1,0,70.0,0.0,Resort Hotel,June,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient-Party,240.0,,0
0,2015,52,24,0,0,2,0,0,1,0,0,0,0,0.0,0,1,0,2,0,1,0,0.0,0.0,Resort Hotel,December,Thursday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
140,2015,50,10,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0,2,0,1,0,0.0,0.0,Resort Hotel,December,Thursday,HB,PRT,Online TA,TA/TO,F,No Deposit,Transient,241.0,,0
4,2016,39,19,1,1,1,0,0,0,0,0,2,0,95.0,0,0,2,1,0,0,1,95.0,0.0,City Hotel,September,Monday,BB,NLD,Aviation,Corporate,A,No Deposit,Transient,,153.0,0
31,2017,23,8,0,3,2,0,0,0,0,0,0,0,146.67,0,1,3,2,0,1,0,73.335,0.0,City Hotel,June,Thursday,SC,USA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
119,2017,7,16,2,8,2,0,0,0,0,0,0,0,66.72,0,0,10,2,0,1,0,33.36,0.0,Resort Hotel,February,Thursday,HB,GBR,Offline TA/TO,TA/TO,D,No Deposit,Contract,40.0,,0
38,2016,50,8,0,1,1,0,0,0,0,0,0,0,43.0,0,0,1,1,0,1,0,43.0,0.0,Resort Hotel,December,Thursday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
40,2016,20,9,1,3,2,0,0,0,0,0,1,0,125.0,0,0,4,2,0,1,0,62.5,0.0,Resort Hotel,May,Monday,HB,PRT,Direct,Direct,E,No Deposit,Transient,250.0,,0
57,2016,14,1,1,2,2,0,0,0,0,0,0,0,81.9,0,0,3,2,0,1,0,40.95,0.0,City Hotel,April,Friday,SC,CHE,Online TA,TA/TO,A,No Deposit,Transient-Party,9.0,,1
18,2016,8,14,2,1,2,0,0,0,0,0,0,0,29.0,0,0,3,2,0,1,0,14.5,0.0,Resort Hotel,February,Sunday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,177.0,,1
20,2017,28,11,0,1,1,0,0,1,3,7,0,0,67.0,0,0,1,1,0,0,1,67.0,0.3,City Hotel,July,Tuesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,40.0,1
84,2015,30,25,0,1,2,1,0,0,0,0,0,0,94.0,0,2,1,3,1,1,0,31.333333333333332,0.0,City Hotel,July,Saturday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,8.0,,0
31,2017,23,5,1,3,2,0,0,0,0,0,0,0,125.0,0,2,4,2,0,1,0,62.5,0.0,City Hotel,June,Monday,SC,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
3,2015,50,12,0,1,2,0,0,0,0,0,0,0,29.0,0,1,1,2,0,1,0,14.5,0.0,Resort Hotel,December,Saturday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,330.0,,0
0,2017,25,23,0,1,2,0,0,0,0,0,0,0,128.0,0,1,1,2,0,1,0,64.0,0.0,Resort Hotel,June,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
0,2016,10,3,0,3,2,0,0,0,0,0,0,0,58.0,0,2,3,2,0,1,0,29.0,0.0,Resort Hotel,March,Thursday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
65,2016,11,12,2,3,2,0,0,0,0,0,1,0,49.5,0,0,5,2,0,1,0,24.75,0.0,Resort Hotel,March,Saturday,HB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Contract,177.0,,1
9,2015,31,1,0,1,2,0,0,0,0,0,1,0,211.0,0,2,1,2,0,1,0,105.5,0.0,Resort Hotel,August,Saturday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,240.0,,1
0,2017,31,5,0,1,3,0,0,0,0,0,1,0,250.0,0,0,1,3,0,1,0,83.33333333333333,0.0,Resort Hotel,August,Saturday,BB,GBR,Online TA,TA/TO,C,No Deposit,Transient,240.0,,0
194,2017,14,2,2,0,2,1,0,0,0,0,0,0,90.0,0,0,2,3,1,1,0,30.0,0.0,City Hotel,April,Sunday,BB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Transient,28.0,,0
98,2015,48,23,1,3,1,0,0,0,0,0,1,0,70.0,0,0,4,1,0,1,0,70.0,0.0,City Hotel,November,Monday,BB,GRC,Groups,TA/TO,A,No Deposit,Transient-Party,37.0,,0
59,2016,31,28,0,2,2,1,0,0,0,0,0,0,137.7,0,1,2,3,1,1,0,45.9,0.0,City Hotel,July,Thursday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,8.0,,0
0,2016,5,30,0,1,2,0,0,0,0,0,0,0,58.0,0,0,1,2,0,1,0,29.0,0.0,Resort Hotel,January,Saturday,BB,PRT,Direct,Direct,E,No Deposit,Transient,250.0,,0
181,2017,32,11,2,2,2,0,0,0,0,0,0,0,100.48,0,0,4,2,0,1,0,50.24,0.0,City Hotel,August,Friday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
139,2017,26,29,2,3,2,0,0,0,0,0,0,0,93.06,0,1,5,2,0,1,0,46.53,0.0,City Hotel,June,Thursday,SC,ROU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
115,2016,42,13,0,1,2,0,0,0,0,0,0,0,108.0,0,0,1,2,0,1,0,54.0,0.0,City Hotel,October,Thursday,SC,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
186,2017,20,20,2,1,2,0,0,0,0,0,0,0,139.5,0,1,3,2,0,1,0,69.75,0.0,City Hotel,May,Saturday,BB,ITA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
28,2017,35,30,0,2,3,0,0,0,0,0,0,0,210.0,0,0,2,3,0,1,0,70.0,0.0,City Hotel,August,Wednesday,BB,BRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
20,2016,41,3,1,2,2,0,0,0,0,0,0,0,108.99,0,1,3,2,0,1,0,54.495,0.0,City Hotel,October,Monday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
49,2017,8,19,2,3,2,0,0,0,0,0,0,0,90.1,0,0,5,2,0,1,0,45.05,0.0,City Hotel,February,Sunday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
174,2016,32,6,0,1,2,0,0,0,0,0,1,0,105.3,0,1,1,2,0,1,0,52.65,0.0,City Hotel,August,Saturday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
243,2017,35,30,0,3,2,2,0,0,0,0,0,0,189.0,0,3,3,4,1,1,0,47.25,0.0,City Hotel,August,Wednesday,BB,DEU,Online TA,TA/TO,F,No Deposit,Transient,9.0,,0
21,2016,16,11,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0.0,0.0,Resort Hotel,April,Monday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,95.0,,0
12,2016,42,10,1,1,2,0,0,0,0,0,0,0,66.0,0,2,2,2,0,1,0,33.0,0.0,Resort Hotel,October,Monday,BB,USA,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
319,2017,22,3,2,5,2,0,0,0,0,0,0,0,74.25,0,1,7,2,0,1,0,37.125,0.0,Resort Hotel,June,Saturday,BB,IRL,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
122,2016,28,8,2,7,2,0,0,0,0,0,0,0,162.22,0,1,9,2,0,1,0,81.11,0.0,Resort Hotel,July,Friday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
2,2017,4,23,1,0,1,0,0,1,2,10,1,0,45.0,0,0,1,1,0,1,0,45.0,0.1666666666666666,City Hotel,January,Monday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Group,94.0,,0
0,2016,53,28,0,1,2,0,0,0,0,0,0,0,85.0,1,1,1,2,0,1,0,42.5,0.0,Resort Hotel,December,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
159,2016,28,7,0,1,3,0,0,0,0,0,0,0,146.7,0,0,1,3,0,1,0,48.9,0.0,City Hotel,July,Thursday,BB,DNK,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
14,2016,34,20,1,1,1,2,0,0,0,0,0,0,135.65,1,2,2,3,1,0,0,45.21666666666667,0.0,City Hotel,August,Saturday,BB,NLD,Direct,Direct,A,No Deposit,Transient,,,0
65,2016,18,24,2,0,2,0,0,0,0,0,0,0,118.8,0,1,2,2,0,1,0,59.4,0.0,City Hotel,April,Sunday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient-Party,9.0,,0
246,2015,36,4,4,10,2,0,0,0,0,0,0,0,48.88,0,0,14,2,0,1,0,24.44,0.0,Resort Hotel,September,Friday,BB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Contract,2.0,,0
16,2016,9,25,1,3,2,0,0,0,0,0,0,0,48.0,0,1,4,2,0,1,0,24.0,0.0,Resort Hotel,February,Thursday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
126,2016,23,30,1,4,2,0,0,0,0,0,0,0,79.26,0,0,5,2,0,1,0,39.63,0.0,Resort Hotel,May,Monday,HB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,314.0,,1
86,2016,23,2,2,5,2,0,0,0,0,0,0,0,90.9,0,0,7,2,0,1,0,45.45,0.0,Resort Hotel,June,Thursday,HB,GBR,Offline TA/TO,TA/TO,D,No Deposit,Contract,243.0,,0
18,2016,5,29,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0.0,0.0,Resort Hotel,January,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient-Party,240.0,,0
573,2017,5,2,0,2,2,0,0,0,0,0,0,0,62.0,0,0,2,2,0,1,0,31.0,0.0,City Hotel,February,Thursday,BB,PRT,Groups,TA/TO,A,Non Refund,Transient,1.0,,1
91,2015,31,29,2,5,2,0,0,0,0,0,0,0,107.0,0,0,7,2,0,1,0,53.5,0.0,Resort Hotel,July,Wednesday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Contract,8.0,,0
91,2016,35,21,2,0,2,0,0,0,0,0,0,0,117.9,0,0,2,2,0,1,0,58.95,0.0,City Hotel,August,Sunday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
23,2017,7,18,2,3,1,0,0,0,0,0,0,0,94.86,0,0,5,1,0,1,0,94.86,0.0,City Hotel,February,Saturday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
1,2015,47,17,0,1,2,0,0,0,0,0,0,0,53.0,0,1,1,2,0,0,0,26.5,0.0,Resort Hotel,November,Tuesday,BB,FRA,Direct,Direct,D,No Deposit,Transient,,,0
19,2015,38,13,2,2,2,0,0,0,0,0,0,0,127.75,0,1,4,2,0,1,0,63.875,0.0,Resort Hotel,September,Sunday,HB,DEU,Online TA,TA/TO,A,No Deposit,Transient,242.0,,0
